ProbeID	Ptr	Name	Description
231555_at	7099192	---	 ---
231556_at	7099384	---	 ---
231557_at	7099574	LOC102724842	 uncharacterized LOC102724842
231558_at	7099796	---	 ---
231559_at	7099982	NNMT	 nicotinamide N-methyltransferase
231560_at	7100199	RP11-362K14.6	 ---
231561_s_at	7100395	APOC2	 apolipoprotein C-II
231562_at	7100600	APOC2	 apolipoprotein C-II
231563_at	7100809	LOC100505824	 uncharacterized LOC100505824
231564_at	7101034	---	 ---
231565_at	7101221	C4orf22	 chromosome 4 open reading frame 22
231566_at	7101457	NOXRED1	 NADP-dependent oxidoreductase domain containing 1
231567_s_at	7101695	CCDC62	 coiled-coil domain containing 62
231568_at	7101914	CT47A1 /// CT47A10 /// CT47A11 /// CT47A12 /// CT47A2 /// CT47A3 /// CT47A4 /// CT47A5 /// CT47A6 /// CT47A7 /// CT47A8 /// CT47A9	 cancer/testis antigen family 47, member A1 /// cancer/testis antigen family 47, member A10 /// cancer/testis antigen family 47, member A11 /// cancer/testis antigen family 47, member A12 /// cancer/testis antigen family 47, member A2 /// cancer/testis antigen family 47, member A3 /// cancer/testis antigen family 47, member A4 /// cancer/testis antigen family 47, member A5 /// cancer/testis antigen family 47, member A6 /// cancer/testis antigen family 47, member A7 /// cancer/testis antigen family 47, member A8 /// cancer/testis antigen family 47, member A9
231569_at	7102787	TMEM31	 transmembrane protein 31
231570_at	7102993	FAM154A	 family with sequence similarity 154, member A
231571_at	7103227	LINC01015	 long intergenic non-protein coding RNA 1015
231572_at	7103459	PRSS37	 protease, serine, 37
231573_at	7103668	FATE1	 fetal and adult testis expressed 1
231574_at	7103887	---	 ---
231575_at	7104084	EGR4	 early growth response 4
231576_at	7104293	---	 ---
231577_s_at	7104475	GBP1	 guanylate binding protein 1, interferon-inducible
231578_at	7104711	GBP1	 guanylate binding protein 1, interferon-inducible
231579_s_at	7104948	TIMP2	 TIMP metallopeptidase inhibitor 2
231580_at	7105167	LINC01082	 long intergenic non-protein coding RNA 1082
231581_at	7105399	LINC00664	 long intergenic non-protein coding RNA 664
231582_at	7105644	CDHR3	 cadherin-related family member 3
231583_at	7105862	KRT74	 keratin 74
231584_s_at	7106055	BCAS4	 breast carcinoma amplified sequence 4
231585_at	7106279	VPS13A	 vacuolar protein sorting 13 homolog A (S. cerevisiae)
231586_at	7106519	SPATA42	 spermatogenesis associated 42 (non-protein coding)
231587_at	7106759	APOC3	 apolipoprotein C-III
231588_at	7106965	PRCP	 prolylcarboxypeptidase (angiotensinase C)
231589_at	7107190	LOC101928917	 heat shock transcription factor, X-linked-like
231590_at	7107432	GATM	 glycine amidinotransferase (L-arginine
231591_at	7107682	DMGDH	 dimethylglycine dehydrogenase
231592_at	7107900	TSIX	 TSIX transcript, XIST antisense RNA
231593_at	7108119	RP11-960B9.2	 ---
231594_at	7108314	---	 ---
231595_at	7108506	MRVI1-AS1	 MRVI1 antisense RNA 1
231596_at	7108716	---	 ---
231597_x_at	7108903	---	 ---
231598_x_at	7109095	---	 ---
231599_x_at	7109298	DPF1	 D4, zinc and double PHD fingers family 1
231600_at	7109522	CLEC12B	 C-type lectin domain family 12, member B
231601_at	7109767	---	 ---
231602_at	7109969	PRRX2-AS1	 PRRX2 antisense RNA 1
231603_at	7110178	RNASE11	 ribonuclease, RNase A family, 11 (non-active)
231604_at	7110422	---	 ---
231605_at	7110610	---	 ---
231606_at	7110798	---	 ---
231607_at	7110985	LOC100507480	 uncharacterized LOC100507480
231608_at	7111208	---	 ---
231609_at	7111397	C10orf82	 chromosome 10 open reading frame 82
231610_at	7111618	---	 ---
231611_at	7111808	---	 ---
231612_at	7111994	CABS1	 calcium-binding protein, spermatid-specific 1
231613_at	7112235	---	 ---
231614_at	7112424	NOVA1	 neuro-oncological ventral antigen 1
231615_at	7112648	---	 ---
231616_at	7112838	---	 ---
231617_at	7113025	TEX33	 testis expressed 33
231618_s_at	7113235	SUN3	 Sad1 and UNC84 domain containing 3
231619_at	7113463	---	 ---
231620_at	7113650	LOC101929315	 uncharacterized LOC101929315
231621_at	7113879	MPZL1	 myelin protein zero-like 1
231622_at	7114089	ASB17	 ankyrin repeat and SOCS box containing 17
231623_at	7114319	TMEM174	 transmembrane protein 174
231624_s_at	7114535	---	 ---
231625_at	7114727	SLC22A9	 solute carrier family 22 (organic anion transporter), member 9
231626_at	7114981	TPH1	 tryptophan hydroxylase 1
231627_at	7115189	LINC00919	 long intergenic non-protein coding RNA 919
231628_s_at	7115418	SERPINB6	 serpin peptidase inhibitor, clade B (ovalbumin), member 6
231629_x_at	7115673	KLK3	 kallikrein-related peptidase 3
231630_at	7115887	---	 ---
231631_at	7116082	---	 ---
231632_at	7116269	ERICH4	 glutamate-rich 4
231633_at	7116474	---	 ---
231634_at	7116669	SLC12A3	 solute carrier family 12 (sodium/chloride transporter), member 3
231635_x_at	7116924	RNF31	 ring finger protein 31
231636_s_at	7117134	---	 ---
231637_at	7117329	LOC100499194	 uncharacterized LOC100499194
231638_at	7117554	PRSS30P	 protease, serine, 30, pseudogene
231639_at	7117773	FAM53B-AS1	 FAM53B antisense RNA 1
231640_at	7117992	---	 ---
231641_at	7118176	---	 ---
231642_at	7118362	C6orf201	 chromosome 6 open reading frame 201
231643_s_at	7118587	CMIP	 c-Maf inducing protein
231644_at	7118795	---	 ---
231645_s_at	7118985	---	 ---
231646_at	7119180	DPCR1	 diffuse panbronchiolitis critical region 1
231647_s_at	7119408	FCRL5	 Fc receptor-like 5
231648_at	7119619	---	 ---
231649_at	7119809	---	 ---
231650_s_at	7119994	SEZ6L	 seizure related 6 homolog (mouse)-like
231651_at	7120219	EFCAB13	 EF-hand calcium binding domain 13
231652_at	7120441	RP6-91H8.2	 ---
231653_at	7120640	CCDC129	 coiled-coil domain containing 129
231654_s_at	7120861	---	 ---
231655_x_at	7121057	SERPINB6	 serpin peptidase inhibitor, clade B (ovalbumin), member 6
231656_x_at	7121316	OSBPL10	 oxysterol binding protein-like 10
231657_s_at	7121538	CCDC74A /// CCDC74B	 coiled-coil domain containing 74A /// coiled-coil domain containing 74B
231658_x_at	7121814	RP11-4M23.7	 ---
231659_at	7122009	ST3GAL3	 ST3 beta-galactoside alpha-2,3-sialyltransferase 3
231660_at	7122247	---	 ---
231661_at	7122432	REG3G	 regenerating islet-derived 3 gamma
231662_at	7122649	ARG1	 arginase 1
231663_s_at	7122858	ARG1	 arginase 1
231664_at	7123061	SLC25A29	 solute carrier family 25 (mitochondrial carnitine/acylcarnitine carrier), member 29
231665_at	7123333	ARG1	 arginase 1
231666_at	7123536	PAX3	 paired box 3
231667_at	7123733	SLC39A5	 solute carrier family 39 (zinc transporter), member 5
231668_x_at	7123974	IGHG1	 immunoglobulin heavy constant gamma 1 (G1m marker)
231669_at	7124213	CTD-2325A15.5	 ---
231670_at	7124410	---	 ---
231671_at	7124597	FGA	 fibrinogen alpha chain
231672_at	7124800	LOC100653086	 uncharacterized LOC100653086
231673_at	7125019	AK131021	 Homo sapiens cDNA FLJ27511 fis, clone TST08407.
231674_at	7125259	---	 ---
231675_s_at	7125450	ADH4	 alcohol dehydrogenase 4 (class II), pi polypeptide
231676_s_at	7125692	---	 ---
231677_at	7125883	---	 ---
231678_s_at	7126081	ADH4	 alcohol dehydrogenase 4 (class II), pi polypeptide
231679_at	7126321	RP11-161I6.2	 ---
231680_at	7126535	---	 ---
231681_x_at	7126735	HIST3H2A	 histone cluster 3, H2a
231682_at	7126948	---	 ---
231683_at	7127135	GLYAT	 glycine-N-acyltransferase
231684_at	7127346	ANGPTL3	 angiopoietin-like 3
231685_at	7127561	---	 ---
231686_at	7127752	GATM	 glycine amidinotransferase (L-arginine
231687_at	7128008	ERICH3-AS1	 ERICH3 antisense RNA 1
231688_at	7128224	MMP8	 matrix metallopeptidase 8 (neutrophil collagenase)
231689_at	7128459	TRPM7	 transient receptor potential cation channel, subfamily M, member 7
231690_at	7128708	---	 ---
231691_at	7128899	C3P1	 complement component 3 precursor pseudogene
231692_at	7129126	PIGG	 phosphatidylinositol glycan anchor biosynthesis, class G
231693_at	7129374	FABP1	 fatty acid binding protein 1, liver
231694_at	7129594	AP006216.12 /// APOA1-AS	 /// APOA1 antisense RNA
231695_at	7129819	---	 ---
231696_x_at	7130005	TMEM50B	 transmembrane protein 50B
231697_s_at	7130219	---	 ---
231698_at	7130407	FLJ36848	 uncharacterized LOC647115
231699_at	7130620	NFKBIA	 nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor, alpha
231700_at	7130888	GUCA1A	 guanylate cyclase activator 1A (retina)
231701_s_at	7131111	SHMT1	 serine hydroxymethyltransferase 1 (soluble)
231702_at	7131345	TDO2	 tryptophan 2,3-dioxygenase
231703_s_at	7131564	ADH4	 alcohol dehydrogenase 4 (class II), pi polypeptide
231704_at	7131803	CYP3A4	 cytochrome P450, family 3, subfamily A, polypeptide 4
231705_at	7132042	HRSP12	 heat-responsive protein 12
231706_s_at	7132255	EVX1	 even-skipped homeobox 1
231707_at	7132473	---	 ---
231708_at	7132661	C2CD3	 C2 calcium-dependent domain containing 3
231709_x_at	7132887	---	 ---
231710_at	7133083	CAPS	 calcyphosine
231711_at	7133280	ACPP	 acid phosphatase, prostate
231712_at	7133493	ASCL5	 achaete-scute family bHLH transcription factor 5
231713_s_at	7133730	ELP2	 elongator acetyltransferase complex subunit 2
231714_s_at	7133961	AP4B1	 adaptor-related protein complex 4, beta 1 subunit
231715_s_at	7134197	MIR6741 /// PYCR2	 microRNA 6741 /// pyrroline-5-carboxylate reductase family, member 2
231716_at	7134464	RC3H2	 ring finger and CCCH-type domains 2
231717_s_at	7134684	ZNF226	 zinc finger protein 226
231718_at	7134904	SLU7	 SLU7 splicing factor homolog (S. cerevisiae)
231719_at	7135132	TOR1AIP2	 torsin A interacting protein 2
231720_s_at	7135350	JAM3	 junctional adhesion molecule 3
231721_at	7135567	JAM3	 junctional adhesion molecule 3
231722_at	7135784	CASP14	 caspase 14, apoptosis-related cysteine peptidase
231723_at	7136026	SNX12	 sorting nexin 12
231724_at	7136227	MED26	 mediator complex subunit 26
231725_at	7136439	PCDHB2	 protocadherin beta 2
231726_at	7136644	PCDHB14	 protocadherin beta 14
231727_s_at	7136856	MIF4GD	 MIF4G domain containing
231728_at	7137068	CAPS	 calcyphosine
231729_s_at	7137264	CAPS	 calcyphosine
231730_at	7137464	SEPSECS	 Sep (O-phosphoserine) tRNA
231731_at	7137712	OTX2	 orthodenticle homeobox 2
231732_at	7137919	SMPD3	 sphingomyelin phosphodiesterase 3, neutral membrane (neutral sphingomyelinase II)
231733_at	7138183	CARD18	 caspase recruitment domain family, member 18
231734_at	7138417	RBP2	 retinol binding protein 2, cellular
231735_s_at	7138637	MALAT1	 metastasis associated lung adenocarcinoma transcript 1 (non-protein coding)
231736_x_at	7138899	MGST1	 microsomal glutathione S-transferase 1
231737_at	7139124	CACNG4	 calcium channel, voltage-dependent, gamma subunit 4
231738_at	7139362	PCDHB7	 protocadherin beta 7
231739_at	7139565	LOC100507547 /// PRRT1	 uncharacterized LOC100507547 /// proline-rich transmembrane protein 1
231740_at	7139837	KCNJ11	 potassium inwardly-rectifying channel, subfamily J, member 11
231741_at	7140089	S1PR3	 sphingosine-1-phosphate receptor 3
231742_at	7140305	CRX	 cone-rod homeobox
231743_at	7140510	LOC101929777 /// WNT3	 uncharacterized LOC101929777 /// wingless-type MMTV integration site family, member 3
231744_at	7140796	CELF5	 CUGBP, Elav-like family member 5
231745_at	7141012	GPR55	 G protein-coupled receptor 55
231746_at	7141228	MIXL1	 Mix paired-like homeobox
231747_at	7141442	CYSLTR1	 cysteinyl leukotriene receptor 1
231748_at	7141662	ULBP3	 UL16 binding protein 3
231749_at	7141881	TIMM13	 translocase of inner mitochondrial membrane 13 homolog (yeast)
231750_at	7142133	PCDHB4	 protocadherin beta 4
231751_at	7142339	ABCG8	 ATP-binding cassette, sub-family G (WHITE), member 8
231752_at	7142577	NPBWR1	 neuropeptides B/W receptor 1
231753_s_at	7142792	PCDHGC4	 protocadherin gamma subfamily C, 4
231754_at	7143021	PCDHGC4	 protocadherin gamma subfamily C, 4
231755_at	7143245	IL36B	 interleukin 36, beta
231756_at	7143462	ZP4	 zona pellucida glycoprotein 4
231757_at	7143674	TAS2R5	 taste receptor, type 2, member 5
231758_at	7143897	PRM3	 protamine 3
231759_at	7144100	TAL2	 T-cell acute lymphocytic leukemia 2
231760_at	7144320	LINC00029	 long intergenic non-protein coding RNA 29
231761_at	7144548	FFAR1	 free fatty acid receptor 1
231762_at	7144764	FGF10	 fibroblast growth factor 10
231763_at	7144990	POLR3A	 polymerase (RNA) III (DNA directed) polypeptide A, 155kDa
231764_at	7145234	CHRAC1	 chromatin accessibility complex 1
231765_at	7145453	ZFYVE20	 zinc finger, FYVE domain containing 20
231766_s_at	7145679	COL12A1	 collagen, type XII, alpha 1
231767_at	7145898	HOXB4	 homeobox B4
231768_at	7146093	USF1	 upstream transcription factor 1
231769_at	7146312	FBXO6	 F-box protein 6
231770_x_at	7146512	WDPCP	 WD repeat containing planar cell polarity effector
231771_at	7146748	GJB6	 gap junction protein, beta 6, 30kDa
231772_x_at	7146986	CENPH	 centromere protein H
231773_at	7147194	ANGPTL1	 angiopoietin-like 1
231774_at	7147401	KCNIP3	 Kv channel interacting protein 3, calsenilin
231775_at	7147630	TNFRSF10A	 tumor necrosis factor receptor superfamily, member 10a
231776_at	7147876	EOMES	 eomesodermin
231777_at	7148073	CSNK2B /// LY6G5B	 casein kinase 2, beta polypeptide /// lymphocyte antigen 6 complex, locus G5B
231778_at	7148343	DLX3	 distal-less homeobox 3
231779_at	7148554	IRAK2	 interleukin-1 receptor-associated kinase 2
231780_at	7148781	GBGT1	 globoside alpha-1,3-N-acetylgalactosaminyltransferase 1
231781_s_at	7149021	LRRC2	 leucine rich repeat containing 2
231782_s_at	7149242	KLK4	 kallikrein-related peptidase 4
231783_at	7149456	CHRM1	 cholinergic receptor, muscarinic 1
231784_s_at	7149680	DCAF13	 DDB1 and CUL4 associated factor 13
231785_at	7149900	CGB7 /// NTF4	 chorionic gonadotropin, beta polypeptide 7 /// neurotrophin 4
231786_at	7150159	HOXA13	 homeobox A13
231787_at	7150367	SLC25A27	 solute carrier family 25, member 27
231788_at	7150595	LPAR5	 lysophosphatidic acid receptor 5
231789_at	7150815	PCDHB15	 protocadherin beta 15
231790_at	7151025	DMGDH	 dimethylglycine dehydrogenase
231791_at	7151241	ASAH2B	 N-acylsphingosine amidohydrolase (non-lysosomal ceramidase) 2B
231792_at	7151487	MYLK2	 myosin light chain kinase 2
231793_s_at	7151700	CAMK2D	 calcium/calmodulin-dependent protein kinase II delta
231794_at	7151937	CTLA4	 cytotoxic T-lymphocyte-associated protein 4
231795_at	7152165	STON1	 stonin 1
231796_at	7152360	EPHA8	 EPH receptor A8
231797_at	7152561	SIX4	 SIX homeobox 4
231798_at	7152762	NOG	 noggin
231799_at	7152954	TANC2	 tetratricopeptide repeat, ankyrin repeat and coiled-coil containing 2
231800_s_at	7153220	DMRT3	 doublesex and mab-3 related transcription factor 3
231801_at	7153458	NFATC2	 nuclear factor of activated T-cells, cytoplasmic, calcineurin-dependent 2
231802_at	7153725	CLEC3A	 C-type lectin domain family 3, member A
231803_at	7153949	FGF11	 fibroblast growth factor 11
231804_at	7154164	RXFP1	 relaxin/insulin-like family peptide receptor 1
231805_at	7154394	PRLHR	 prolactin releasing hormone receptor
231806_s_at	7154613	STK36	 serine/threonine kinase 36
231807_at	7154826	KIAA1217	 KIAA1217
231808_at	7155021	OIP5-AS1	 OIP5 antisense RNA 1
231809_x_at	7155229	PDCD7	 programmed cell death 7
231810_at	7155438	BRI3BP /// THRIL	 BRI3 binding protein /// TNF and HNRNPL related immunoregulatory long non-coding RNA
231811_at	7155719	LOC100134445 /// LOC100288778 /// LOC100653296 /// WASH1 /// WASH2P /// WASH3P /// WASH5P /// WASH7P	 uncharacterized LOC100134445 /// WAS protein family homolog 1 pseudogene /// uncharacterized LOC100653296 /// WAS protein family homolog 1 /// WAS protein family homolog 2 pseudogene /// WAS protein family homolog 3 pseudogene /// WAS protein family homolog 5 pseudogene /// WAS protein family homolog 7 pseudogene
231812_x_at	7156320	PHAX	 phosphorylated adaptor for RNA export
231813_s_at	7156544	COG1	 component of oligomeric golgi complex 1
231814_at	7156770	MUC12	 mucin 12, cell surface associated
231815_at	7157001	PHF12	 PHD finger protein 12
231816_s_at	7157206	UBE2Q1	 ubiquitin-conjugating enzyme E2Q family member 1
231817_at	7157442	USP53	 ubiquitin specific peptidase 53
231818_x_at	7157656	---	 ---
231819_at	7157840	CEBPZOS	 CEBPZ opposite strand
231820_x_at	7158048	ZNF587	 zinc finger protein 587
231821_x_at	7158258	LINC01061 /// LOC441124 /// LOC729218	 long intergenic non-protein coding RNA 1061 /// uncharacterized LOC441124 /// uncharacterized LOC729218
231822_at	7158579	CTTNBP2NL	 CTTNBP2 N-terminal like
231823_s_at	7158792	SH3PXD2B	 SH3 and PX domains 2B
231824_at	7159004	LARP1B	 La ribonucleoprotein domain family, member 1B
231825_x_at	7159236	ATF7IP	 activating transcription factor 7 interacting protein
231826_at	7159476	RALGAPA2	 Ral GTPase activating protein, alpha subunit 2 (catalytic)
231827_at	7159727	MCM8	 ---
231828_at	7159915	PSMD5-AS1	 PSMD5 antisense RNA 1 (head to head)
231829_at	7160140	MAVS	 mitochondrial antiviral signaling protein
231830_x_at	7160364	RAB11FIP1	 RAB11 family interacting protein 1 (class I)
231831_at	7160598	COX19	 cytochrome c oxidase assembly homolog 19 (S. cerevisiae)
231832_at	7160838	GALNT4 /// POC1B-GALNT4	 polypeptide N-acetylgalactosaminyltransferase 4 /// POC1B-GALNT4 readthrough
231833_at	7161118	RBM33	 RNA binding motif protein 33
231834_at	7161332	RBM33	 RNA binding motif protein 33
231835_at	7161543	FAM213B	 family with sequence similarity 213, member B
231836_at	7161772	HKR1	 HKR1, GLI-Kruppel zinc finger family member
231837_at	7161998	USP28	 ubiquitin specific peptidase 28
231838_at	7162215	PABPC1L	 poly(A) binding protein, cytoplasmic 1-like
231839_at	7162446	PDE12	 phosphodiesterase 12
231840_x_at	7162651	LYRM7	 LYR motif containing 7
231841_s_at	7162859	KIAA1462	 KIAA1462
231842_at	7163062	KIAA1462	 KIAA1462
231843_at	7163262	DDX55	 DEAD (Asp-Glu-Ala-Asp) box polypeptide 55
231844_at	7163488	MGC27345 /// RBM28	 uncharacterized protein MGC27345 /// RNA binding motif protein 28
231845_at	7163752	AARS2	 alanyl-tRNA synthetase 2, mitochondrial
231846_at	7163974	FOXRED2	 FAD-dependent oxidoreductase domain containing 2
231847_at	7164207	ANKRD54	 ankyrin repeat domain 54
231848_x_at	7164419	ZNF207	 zinc finger protein 207
231849_at	7164629	KRT80	 keratin 80
231850_x_at	7164829	CEP44	 centrosomal protein 44kDa
231851_at	7165040	RAVER2	 ribonucleoprotein, PTB-binding 2
231852_at	7165256	ERI1	 exoribonuclease 1
231853_at	7165457	TUBD1	 tubulin, delta 1
231854_at	7165656	PIK3CA	 phosphatidylinositol-4,5-bisphosphate 3-kinase, catalytic subunit alpha
231855_at	7165912	KIAA1524	 KIAA1524
231856_at	7166105	KIAA1244	 KIAA1244
231857_s_at	7166300	AGBL5	 ATP/GTP binding protein-like 5
231858_x_at	7166517	AP5B1	 adaptor-related protein complex 5, beta 1 subunit
231859_at	7166752	C14orf132	 chromosome 14 open reading frame 132
231860_at	7166975	BRWD1	 bromodomain and WD repeat domain containing 1
231861_at	7167204	LRP10	 low density lipoprotein receptor-related protein 10
231862_at	7167440	CBX5	 chromobox homolog 5
231863_at	7167643	ING3	 inhibitor of growth family, member 3
231864_at	7167864	ZNF33A	 zinc finger protein 33A
231865_at	7168074	NCKAP5L	 NCK-associated protein 5-like
231866_at	7168290	LNPEP	 leucyl/cystinyl aminopeptidase
231867_at	7168505	TENM2	 teneurin transmembrane protein 2
231868_at	7168723	HOMEZ	 homeobox and leucine zipper encoding
231869_at	7168942	KIAA1586	 KIAA1586
231870_s_at	7169139	NMD3	 NMD3 ribosome export adaptor
231871_at	7169353	GPR180	 G protein-coupled receptor 180
231872_at	7169570	LRRCC1	 leucine rich repeat and coiled-coil centrosomal protein 1
231873_at	7169814	BMPR2	 bone morphogenetic protein receptor, type II (serine/threonine kinase)
231874_at	7170070	FAM126B	 family with sequence similarity 126, member B
231875_at	7170301	KIF21A	 kinesin family member 21A
231876_at	7170512	TRIM56	 tripartite motif containing 56
231877_at	7170729	TRMT10A	 tRNA methyltransferase 10 homolog A (S. cerevisiae)
231878_at	7170966	PAGR1	 PAXIP1 associated glutamate-rich protein 1
231879_at	7171193	COL12A1	 collagen, type XII, alpha 1
231880_at	7171407	STRIP2	 striatin interacting protein 2
231881_at	7171626	CALD1	 caldesmon 1
231882_at	7171824	AP000525.9	 ---
231883_at	7172016	FBXW8	 F-box and WD repeat domain containing 8
231884_at	7172243	CNTROB	 centrobin, centrosomal BRCA2 interacting protein
231885_at	7172478	ZNF451	 zinc finger protein 451
231886_at	7172689	LOC100134822	 uncharacterized LOC100134822
231887_s_at	7172910	PALD1	 phosphatase domain containing, paladin 1
231888_at	7173137	---	 ---
231889_at	7173324	UBR4	 ubiquitin protein ligase E3 component n-recognin 4
231890_at	7173566	---	 ---
231891_at	7173751	STAMBPL1	 STAM binding protein-like 1
231892_at	7173968	ARHGEF39	 Rho guanine nucleotide exchange factor (GEF) 39
231893_at	7174204	KIAA1755	 KIAA1755
231894_at	7174405	SARS	 seryl-tRNA synthetase
231895_at	7174611	SASS6	 spindle assembly 6 homolog (C. elegans)
231896_s_at	7174836	DENR	 density-regulated protein
231897_at	7175046	PTGR1	 prostaglandin reductase 1
231898_x_at	7175255	SOX2-OT	 SOX2 overlapping transcript
231899_at	7175477	ZC3H12C	 zinc finger CCCH-type containing 12C
231900_at	7175700	ZDHHC18	 zinc finger, DHHC-type containing 18
231901_at	7175929	C19orf52	 chromosome 19 open reading frame 52
231902_at	7176153	ZNF827	 zinc finger protein 827
231903_x_at	7176362	ARHGAP23	 Rho GTPase activating protein 23
231904_at	7176590	U2AF1	 U2 small nuclear RNA auxiliary factor 1
231905_at	7176815	C20orf96	 chromosome 20 open reading frame 96
231906_at	7177041	HOXD8	 homeobox D8
231907_at	7177237	ABL2	 ABL proto-oncogene 2, non-receptor tyrosine kinase
231908_at	7177471	ZDHHC18	 zinc finger, DHHC-type containing 18
231909_x_at	7177698	ODF2L	 outer dense fiber of sperm tails 2-like
231910_at	7177925	NUDT14	 nudix (nucleoside diphosphate linked moiety X)-type motif 14
231911_at	7178172	ERMN	 ermin, ERM-like protein
231912_s_at	7178384	TECPR1	 tectonin beta-propeller repeat containing 1
231913_s_at	7178616	BRCC3	 BRCA1/BRCA2-containing complex, subunit 3
231914_at	7178844	NUDT14	 nudix (nucleoside diphosphate linked moiety X)-type motif 14
231915_at	7179089	ZSWIM4	 zinc finger, SWIM-type containing 4
231916_at	7179313	NOS1	 nitric oxide synthase 1 (neuronal)
231917_at	7179535	GFM2	 G elongation factor, mitochondrial 2
231918_s_at	7179753	GFM2	 G elongation factor, mitochondrial 2
231919_at	7179972	DBT	 dihydrolipoamide branched chain transacylase E2
231920_s_at	7180202	CSNK1G1	 casein kinase 1, gamma 1
231921_at	7180415	DCAF17	 DDB1 and CUL4 associated factor 17
231922_at	7180636	ZNF276	 zinc finger protein 276
231923_at	7180846	TMEM150C	 transmembrane protein 150C
231924_at	7181061	LINC00958	 long intergenic non-protein coding RNA 958
231925_at	7181294	RP11-38P22.2	 ---
231926_at	7181490	EPS15L1	 epidermal growth factor receptor pathway substrate 15-like 1
231927_at	7181736	ATF6	 activating transcription factor 6
231928_at	7181951	HES2	 hes family bHLH transcription factor 2
231929_at	7182173	IKZF2	 IKAROS family zinc finger 2 (Helios)
231930_at	7182395	ELMOD1 /// LOC643923	 ELMO/CED-12 domain containing 1 /// uncharacterized LOC643923
231931_at	7182656	PRDM15	 PR domain containing 15
231932_at	7182864	C1orf74	 chromosome 1 open reading frame 74
231933_at	7183085	MARCH8	 membrane-associated ring finger (C3HC4) 8, E3 ubiquitin protein ligase
231934_at	7183340	TRIM14	 tripartite motif containing 14
231935_at	7183556	ARPP21	 cAMP-regulated phosphoprotein, 21kDa
231936_at	7183781	HOXC9	 homeobox C9
231937_at	7183977	RP11-631N16.2	 ---
231938_at	7184173	SGOL1	 shugoshin-like 1 (S. pombe)
231939_s_at	7184387	BDP1	 B double prime 1, subunit of RNA polymerase III transcription initiation factor IIIB
231940_at	7184657	ZNF529	 zinc finger protein 529
231941_s_at	7184866	MUC20	 mucin 20, cell surface associated
231942_at	7185083	LINC01128	 long intergenic non-protein coding RNA 1128
231943_at	7185320	ZFP28	 ZFP28 zinc finger protein
231944_at	7185530	ERO1LB	 ERO1-like beta (S. cerevisiae)
231945_at	7185745	FILIP1	 filamin A interacting protein 1
231946_at	7185963	ZFHX2	 zinc finger homeobox 2
231947_at	7186168	MYCT1	 myc target 1
231948_s_at	7186362	UBE2F	 ubiquitin-conjugating enzyme E2F (putative)
231949_at	7186592	---	 ---
231950_at	7186778	ZNF658	 zinc finger protein 658
231951_at	7186984	GNAO1	 guanine nucleotide binding protein (G protein), alpha activating activity polypeptide O
231952_at	7187257	---	 ---
231953_at	7187441	BPTF	 bromodomain PHD finger transcription factor
231954_at	7187669	DKFZP434I0714 /// MIR4453	 uncharacterized protein DKFZP434I0714 /// microRNA 4453
231955_s_at	7187929	HIBADH	 3-hydroxyisobutyrate dehydrogenase
231956_at	7188150	RNF213	 ring finger protein 213
231957_s_at	7188359	DPP9	 dipeptidyl-peptidase 9
231958_at	7188568	TAMM41	 TAM41, mitochondrial translocator assembly and maintenance protein, homolog (S. cerevisiae)
231959_at	7188846	LIN52	 lin-52 homolog (C. elegans)
231960_at	7189059	BRWD1	 bromodomain and WD repeat domain containing 1
231961_at	7189288	RBPMS	 RNA binding protein with multiple splicing
231962_at	7189515	AP4B1	 adaptor-related protein complex 4, beta 1 subunit
231963_at	7189748	ANKRD33B	 ankyrin repeat domain 33B
231964_at	7189961	BICD1	 bicaudal D homolog 1 (Drosophila)
231965_at	7190179	PCED1A	 PC-esterase domain containing 1A
231966_at	7190400	PPP1R9A	 protein phosphatase 1, regulatory subunit 9A
231967_at	7190642	PHF20L1	 PHD finger protein 20-like 1
231968_at	7190859	UGGT1	 UDP-glucose glycoprotein glucosyltransferase 1
231969_at	7191091	STOX2	 storkhead box 2
231970_at	7191290	AK025117 /// GPATCH2L	 Homo sapiens cDNA
231971_at	7191576	FANCM	 Fanconi anemia, complementation group M
231972_at	7191801	---	 ---
231973_s_at	7191987	ANAPC1 /// LOC101930107 /// LOC285074 /// LOC730268	 anaphase promoting complex subunit 1 /// uncharacterized LOC101930107 /// anaphase promoting complex subunit 1 pseudogene /// anaphase-promoting complex subunit 1-like
231974_at	7192387	KMT2D	 lysine (K)-specific methyltransferase 2D
231975_s_at	7192613	MIER3	 mesoderm induction early response 1, family member 3
231976_at	7192851	LINS	 lines homolog (Drosophila)
231977_at	7193060	GRID1	 glutamate receptor, ionotropic, delta 1
231978_at	7193288	TPCN2	 two pore segment channel 2
231979_at	7193503	GABPB1-AS1	 GABPB1 antisense RNA 1
231980_at	7193718	DOK6	 docking protein 6
231981_at	7193919	PRLR	 prolactin receptor
231982_at	7194120	SMIM24	 small integral membrane protein 24
231983_at	7194341	IBA57	 IBA57, iron-sulfur cluster assembly homolog (S. cerevisiae)
231984_at	7194584	MTAP	 methylthioadenosine phosphorylase
231985_at	7194802	MICAL3	 microtubule associated monooxygenase, calponin and LIM domain containing 3
231986_at	7195062	RIMS1	 regulating synaptic membrane exocytosis 1
